group_id,hash,group_size,filepath,filename,class,split,n_splits_spanned,splits_spanned
38,891f23f1a6dac051a6de34371a00a398,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\8.png,8.png,normal,train,3,test|train|val
38,891f23f1a6dac051a6de34371a00a398,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\valid\normal\8 - Copy (3).png,8 - Copy (3).png,normal,val,3,test|train|val
39,8b09b57b7eae5d2425ff7561ebfae0c2,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\19 - Copy (3).png,19 - Copy (3).png,normal,train,1,train
39,8b09b57b7eae5d2425ff7561ebfae0c2,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\19.png,19.png,normal,train,1,train
40,90ccb4073ded5177d7b9dac7158b928d,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\11 (2) - Copy.png,11 (2) - Copy.png,normal,test,2,test|train
40,90ccb4073ded5177d7b9dac7158b928d,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\11 (2).png,11 (2).png,normal,test,2,test|train
40,90ccb4073ded5177d7b9dac7158b928d,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\11 (2) - Copy.png,11 (2) - Copy.png,normal,train,2,test|train
40,90ccb4073ded5177d7b9dac7158b928d,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\11 (2).png,11 (2).png,normal,train,2,test|train
41,9a41c798e6e59d44b96c646ec0cdabb0,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\20 (2) - Copy.png,20 (2) - Copy.png,normal,train,1,train
41,9a41c798e6e59d44b96c646ec0cdabb0,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\20 (2).png,20 (2).png,normal,train,1,train
41,9a41c798e6e59d44b96c646ec0cdabb0,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\20 - Copy (3).png,20 - Copy (3).png,normal,train,1,train
41,9a41c798e6e59d44b96c646ec0cdabb0,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\20.png,20.png,normal,train,1,train
42,a2beb8d6b18eb00288c5297caea3a7bc,3,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\12 - Copy (3).png,12 - Copy (3).png,normal,test,2,test|train
42,a2beb8d6b18eb00288c5297caea3a7bc,3,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\12 - Copy (3).png,12 - Copy (3).png,normal,train,2,test|train
42,a2beb8d6b18eb00288c5297caea3a7bc,3,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\12.png,12.png,normal,train,2,test|train
43,acd405d5bb971e46887c9ebc14e2f48f,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa\l4.png,l4.png,large.cell.carcinoma,train,1,train
43,acd405d5bb971e46887c9ebc14e2f48f,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\sq2.png,sq2.png,squamous.cell.carcinoma,train,1,train
44,ae5f1f39f812e92f0d638750fca7db66,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\n7 (2) - Copy.png,n7 (2) - Copy.png,normal,train,1,train
44,ae5f1f39f812e92f0d638750fca7db66,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\n7 (2).png,n7 (2).png,normal,train,1,train
44,ae5f1f39f812e92f0d638750fca7db66,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\n7 - Copy.png,n7 - Copy.png,normal,train,1,train
44,ae5f1f39f812e92f0d638750fca7db66,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\n7.png,n7.png,normal,train,1,train
45,be0395bdf9dc104b7bc2dca3d712e103,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\sq5.png,sq5.png,squamous.cell.carcinoma,train,1,train
45,be0395bdf9dc104b7bc2dca3d712e103,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\sq6.png,sq6.png,squamous.cell.carcinoma,train,1,train
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\7 (2) - Copy.png,7 (2) - Copy.png,normal,test,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\7 (2).png,7 (2).png,normal,test,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\7 - Copy (3).png,7 - Copy (3).png,normal,test,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\7.png,7.png,normal,test,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\7 (2) - Copy.png,7 (2) - Copy.png,normal,train,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\7 (2).png,7 (2).png,normal,train,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\7 - Copy (3).png,7 - Copy (3).png,normal,train,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\7.png,7.png,normal,train,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\valid\normal\7 - Copy (3).png,7 - Copy (3).png,normal,val,3,test|train|val
46,be891546a445986a881ba74696f8a492,10,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\valid\normal\7.png,7.png,normal,val,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\6 (2) - Copy.png,6 (2) - Copy.png,normal,test,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\6 (2).png,6 (2).png,normal,test,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\6 - Copy (3).png,6 - Copy (3).png,normal,test,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\6.png,6.png,normal,test,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\6 (2) - Copy.png,6 (2) - Copy.png,normal,train,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\6 (2).png,6 (2).png,normal,train,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\6 - Copy (3).png,6 - Copy (3).png,normal,train,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\6.png,6.png,normal,train,3,test|train|val
47,c5b028c8ce7837ec365dfd4606eea527,9,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\valid\normal\6 - Copy (3).png,6 - Copy (3).png,normal,val,3,test|train|val
48,cb77eb2fca9a1fa0b3617d1a5a2c4bdd,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\18 - Copy (2) - Copy.png,18 - Copy (2) - Copy.png,normal,train,1,train
48,cb77eb2fca9a1fa0b3617d1a5a2c4bdd,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\18 - Copy (2).png,18 - Copy (2).png,normal,train,1,train
49,ce53a5fcb94b7345dfb7026b34f3e0ff,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\16 - Copy (2) - Copy.png,16 - Copy (2) - Copy.png,normal,train,1,train
49,ce53a5fcb94b7345dfb7026b34f3e0ff,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\16 - Copy (2).png,16 - Copy (2).png,normal,train,1,train
50,ce93bacfa74548a4966d093038f44edd,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\8 (2) - Copy.png,8 (2) - Copy.png,normal,test,2,test|train
50,ce93bacfa74548a4966d093038f44edd,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\8 (2).png,8 (2).png,normal,test,2,test|train
50,ce93bacfa74548a4966d093038f44edd,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\8 (2) - Copy.png,8 (2) - Copy.png,normal,train,2,test|train
50,ce93bacfa74548a4966d093038f44edd,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\8 (2).png,8 (2).png,normal,train,2,test|train
51,e0b5d49bb849a2dd47f9bb102cf8f6e6,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\13 - Copy - Copy.png,13 - Copy - Copy.png,normal,train,1,train
51,e0b5d49bb849a2dd47f9bb102cf8f6e6,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\13 - Copy.png,13 - Copy.png,normal,train,1,train
52,e743a19721513313e5d3d6210fd1cfca,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\12 (2) - Copy.png,12 (2) - Copy.png,normal,test,2,test|train
52,e743a19721513313e5d3d6210fd1cfca,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\12 (2).png,12 (2).png,normal,test,2,test|train
52,e743a19721513313e5d3d6210fd1cfca,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\12 (2) - Copy.png,12 (2) - Copy.png,normal,train,2,test|train
52,e743a19721513313e5d3d6210fd1cfca,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\12 (2).png,12 (2).png,normal,train,2,test|train
53,ef03696d21724e842d182a64032e8cf3,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\18 - Copy - Copy.png,18 - Copy - Copy.png,normal,train,1,train
53,ef03696d21724e842d182a64032e8cf3,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\18 - Copy.png,18 - Copy.png,normal,train,1,train
54,f560698a5054368eb64bf2726c8d74e3,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\4 - Copy (2) - Copy.png,4 - Copy (2) - Copy.png,normal,train,2,train|val
54,f560698a5054368eb64bf2726c8d74e3,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\4 - Copy (2).png,4 - Copy (2).png,normal,train,2,train|val
54,f560698a5054368eb64bf2726c8d74e3,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\4 - Copy - Copy.png,4 - Copy - Copy.png,normal,train,2,train|val
54,f560698a5054368eb64bf2726c8d74e3,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\4 - Copy.png,4 - Copy.png,normal,train,2,train|val
54,f560698a5054368eb64bf2726c8d74e3,5,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\valid\normal\4 - Copy (2).png,4 - Copy (2).png,normal,val,2,train|val
55,f77e3b8a4bd78bd6a23cbda652f03e48,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\2 - Copy (2) - Copy.png,2 - Copy (2) - Copy.png,normal,train,1,train
55,f77e3b8a4bd78bd6a23cbda652f03e48,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\2 - Copy (2).png,2 - Copy (2).png,normal,train,1,train
55,f77e3b8a4bd78bd6a23cbda652f03e48,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\2 - Copy - Copy.png,2 - Copy - Copy.png,normal,train,1,train
55,f77e3b8a4bd78bd6a23cbda652f03e48,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\2 - Copy.png,2 - Copy.png,normal,train,1,train
56,f8fdeb1e90b0961fcc57b8a1e9f0ca10,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\2 (2) - Copy.png,2 (2) - Copy.png,normal,train,1,train
56,f8fdeb1e90b0961fcc57b8a1e9f0ca10,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\2 (2).png,2 (2).png,normal,train,1,train
57,f967f52c691519d8ffa26d90ac9dc198,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\11 - Copy (2) - Copy.png,11 - Copy (2) - Copy.png,normal,test,2,test|train
57,f967f52c691519d8ffa26d90ac9dc198,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\11 - Copy (2).png,11 - Copy (2).png,normal,test,2,test|train
57,f967f52c691519d8ffa26d90ac9dc198,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\11 - Copy (2) - Copy.png,11 - Copy (2) - Copy.png,normal,train,2,test|train
57,f967f52c691519d8ffa26d90ac9dc198,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\11 - Copy (2).png,11 - Copy (2).png,normal,train,2,test|train
58,fc2e5247b58037186b2bd164431e9ac3,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\10 - Copy - Copy.png,10 - Copy - Copy.png,normal,test,2,test|train
58,fc2e5247b58037186b2bd164431e9ac3,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\normal\10 - Copy.png,10 - Copy.png,normal,test,2,test|train
58,fc2e5247b58037186b2bd164431e9ac3,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\10 - Copy - Copy.png,10 - Copy - Copy.png,normal,train,2,test|train
58,fc2e5247b58037186b2bd164431e9ac3,4,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\normal\10 - Copy.png,10 - Copy.png,normal,train,2,test|train
59,fdda5fa348cef0e20320effe649cc624,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\ad16.png,ad16.png,adenocarcinoma,train,1,train
59,fdda5fa348cef0e20320effe649cc624,2,C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\ad21.png,ad21.png,adenocarcinoma,train,1,train
