filepath,filename,class,label,split,folder,hash,phash,image_group,split_variant
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000155.png,000155.png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,101bc1568a57423f36abc484b054af32,10792733692492656695,231,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000156 (2).png,000156 (2).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,683fa0cf95c6665f6ce336f183fe7b6f,10512631468959214689,232,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000157 (6).png,000157 (6).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,0f526b231cc6dbca090ebd311d1a32d1,15112117266929032749,233,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000158 (4).png,000158 (4).png,squamous.cell.carcinoma,3,val,squamous.cell.carcinoma,aa2a66d2962091e804ded747dc9d5164,15339615217257229371,234,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000158 (6).png,000158 (6).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,949461b94fe53bc6c0ea6df9c6f90fd1,10490667255346904185,235,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000159 (5).png,000159 (5).png,squamous.cell.carcinoma,3,test,squamous.cell.carcinoma,0eeab09aae6863144c2b7b9e904fd3f6,10722300583175220332,236,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000160 (4).png,000160 (4).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,e4e7218ed03a711a5a53dad9e37bbdd7,15051952737985653819,185,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000162 (2).png,000162 (2).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,1deff93872249d655b5b7c9fbc0b1ce4,9358856708984564841,237,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000162.png,000162.png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,845a8e5d20e324c4f6bff847a7ee964c,10996179803660301356,238,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000163 (4).png,000163 (4).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,c1fcae1a7656b816ff90c488bc7121bb,14169278170217524283,219,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000163 (5).png,000163 (5).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,de4f083b898097ced8d81e266efd8164,10419715203138532412,190,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000163 (6).png,000163 (6).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,0ed2b7e1b0ebea1e36164d7590cfbf11,10490605751412095051,239,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000164 (5).png,000164 (5).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,7dccac25d2d5e0ee8b63073700399bc4,15333986532851437164,240,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000166 (4).png,000166 (4).png,squamous.cell.carcinoma,3,val,squamous.cell.carcinoma,162659779e14f79095a6c3cf09028205,14196255856219729078,241,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000167 (2).png,000167 (2).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,e4898188a169effcbd761cea62eb52ca,10727666153433320812,242,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000168 (2).png,000168 (2).png,squamous.cell.carcinoma,3,test,squamous.cell.carcinoma,a98e1435e13aa092c4c4d75a348c83c4,10960150078997015607,243,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000169 (6).png,000169 (6).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,ec2c0f0c3738f2693cd102c307f5e641,15131256946837646892,244,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000170 (2).png,000170 (2).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,a40a649dce805bd798c922a3480df76f,10764815455905129585,245,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000172 (6).png,000172 (6).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,0b03f77de390d54130a92bfb1c16da38,10706819284447145067,246,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000174 (3).png,000174 (3).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,f91bad1e194d053b7d5925b9c938e623,9363579841587129654,247,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\test\squamous.cell.carcinoma\000177 (3).png,000177 (3).png,squamous.cell.carcinoma,3,train,squamous.cell.carcinoma,708a39bd1894e51a063c087d290629ac,15411416942740315941,248,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000000 (6).png,000000 (6).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,1ed3cf417b17c12cbc072fa33715d0b2,13924661866773965937,249,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000005 (3).png,000005 (3).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,2985924b8ecbb9da940b1b63e123a520,15656208555278367027,250,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000005 (9).png,000005 (9).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,369dde630f43d2fbcc45873f42719c51,15346092976523603087,251,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000008 (10).png,000008 (10).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,5a1362f79501c0a629867100c48f69f1,14154552272475352220,252,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000009 (3).png,000009 (3).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,1c1b2b1f8fbffb173f7d841956cdd9f4,10957898286704111281,253,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000009 (7).png,000009 (7).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,626bd6363e427d7738d6241403ae6186,14203811076565645539,254,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000013 (4).png,000013 (4).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,39ba58c8d055a428dd5395337be8c3a6,10498532181918841402,255,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000013 (8).png,000013 (8).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,f4f770ff035161f4c0553e518771a7ec,15569532620502744612,256,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000014 (7).png,000014 (7).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,4d21c96c54f5ac573bfde3ecab83c033,13915593336733399860,257,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000015 (10).png,000015 (10).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,a5292b7e06454812c63639cc9b0b85ca,10954803157954755177,258,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000015 (4).png,000015 (4).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,28fc90d52d8d2bc399fb205087da0f9d,10497969231517612123,259,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000015 (9).png,000015 (9).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,f8f2b0a139bda40bc0ce9166e1a07a55,9361398427672867226,260,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000016 (9).png,000016 (9).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,af873eb7d291660fd1fe4191d8105bb4,15670911938526006223,261,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000017 (6).png,000017 (6).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,85f9dcdfcb0c4523dfb48c1355ff38e1,15329481902467525710,262,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000017 (8).png,000017 (8).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,b403117b9559a943244bfab7aa5f2264,15298466423280971316,263,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000018 (5).png,000018 (5).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,04498345fde2b17e6517ca86309424d6,14995604830998714955,264,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000019 (5).png,000019 (5).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,e1f7a55f8ad1bb12baec144550a3671c,14776880401610521401,265,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000020 (10).png,000020 (10).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,66245c6c481a14e34e60c11c97f89cf9,15298449123077205197,266,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000020 (5).png,000020 (5).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,22b4c486237f4e3de16a8668956114c7,15085666969408256049,267,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000020 (6).png,000020 (6).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,33db9e8c0a93def7f595696f21938a21,15396758815120178331,268,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000021 (3).png,000021 (3).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,11e12af30a2849542837ae7bcd33bb2b,11030167055133850469,269,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000021 (4).png,000021 (4).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,45204fe06e9f5b185b48969aa769f1fe,10714982024199158107,270,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000021 (5).png,000021 (5).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,64b0644292f09556572aaf720953f469,13978630911271857799,271,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000021 (6).png,000021 (6).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,2f2e773ec6e73fd41fa1728d5b0f4cd3,11026526263167171443,272,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000021 (8).png,000021 (8).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,b8e5c46ddf990cb7af0d2c8bf10039f3,15858021729559132881,273,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000022 (10).png,000022 (10).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,500546b0ddf391007a147fa89c83b89e,15286065121817017585,274,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000022 (2).png,000022 (2).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,74611144d378a45f196a92b5d17f9ff4,15340178304112425251,275,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000022 (8).png,000022 (8).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,d9b352dcd117d51273176ce59d677d5d,15279313300560308593,276,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000022 (9).png,000022 (9).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,fbb5fb62805923351980c9b401d8cfc6,15310905181402381620,277,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000022.png,000022.png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,863602cb88a1f3a0ce3c08f8a22de56a,15330045616925584587,278,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000023 (10).png,000023 (10).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,538f97c7a4c2ed66985dc634c279a413,11030238421650389574,279,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000023 (5).png,000023 (5).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,cde6e015a47c57c92f0301e395f4570e,14220681441555282386,280,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000023 (7).png,000023 (7).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,d25ff4a5b3398cfd22cfd9e8a4f2c94f,10473708808099363185,281,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000023 (9).png,000023 (9).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,1da703340a726f72ab29c4533f0937f2,15346094076026318055,282,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000024 (10).png,000024 (10).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,4071ee80da026b39beffc241b5b5734a,9882875047107443301,283,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000024 (6).png,000024 (6).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,211a7b2915e2e63106a915f7272e8f84,11029955873466760049,284,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000024 (7).png,000024 (7).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,8d192386ba6714c217367ae585a8a2dd,13915585098456775014,285,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000024.png,000024.png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,452e6d945a74370411b7a887f8f25961,15071091889374247286,286,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000025 (6).png,000025 (6).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,9a0d84692b1a8dffa364f0b48b11f2e0,15329481893675675087,287,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000026 (10).png,000026 (10).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,df4f77b998a3c82611a1bfa66fee16f5,10958180861901290105,288,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000026 (3).png,000026 (3).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,3984deddc6c4540da4210dbd074d5de3,15927616145637251888,289,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000027 (4).png,000027 (4).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,6c934b57bf05fda15426a60d5a6bc2ee,10678671769383876731,290,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000027 (6).png,000027 (6).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,76f69a41e4cbf4ca00f8cb30aa169eb9,15066253154842130992,291,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000029 (4).png,000029 (4).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,7a17534321e62e5f31434db957dc98d5,10714980924686482811,270,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000029 (5).png,000029 (5).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,9602ab53c7aad0dfcc6972961b1a2d4c,14490902924784179833,292,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000029 (9).png,000029 (9).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,f46e644255c1f886ad141360a2987975,15670916332340981549,293,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000030 (4).png,000030 (4).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,61c94e1249ee0fddf20f0b9b96b68eec,10426474571318589563,294,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000031 (3).png,000031 (3).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,847c8ccb34cf9544ac1af8a6c740a355,9326399107210640278,295,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000032 (8).png,000032 (8).png,adenocarcinoma,0,test,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,68b327e344b28115ede7c474dd61d195,14508071572845913313,296,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000033 (9).png,000033 (9).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,b6c293f48fee92ecc302eda9941a5212,15923393906029776684,297,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000034 (6).png,000034 (6).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,262969faaf65ce2d179963e4c01d98c0,15077565792632597606,298,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000035 (4).png,000035 (4).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,c885f7b640a4573fa90e2bbb1e177259,15326667023845584335,299,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000035 (5).png,000035 (5).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,1d09973eef1b14b3a9f670aaee353083,15932053706567924001,300,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000035 (6).png,000035 (6).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,6d844e6266adda741430470cacb44774,11035514788975769955,301,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000035 (8).png,000035 (8).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,e4b42f2c6bd5061159f378f1fcd1404a,14145527962071035124,302,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000036 (6).png,000036 (6).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,91f809ddd31e9602129d8066f70a6844,9348723599891197006,303,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000036 (7).png,000036 (7).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,022f30cca2e5c4d74608f8b3915b32f6,13915584824931547330,304,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000040 (10).png,000040 (10).png,adenocarcinoma,0,val,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,d2ea83b7bf56e055d2cc20eae4567f71,10993925984612662855,305,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000040 (3).png,000040 (3).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,a2fe1f36e0d35658fc6d26942e3f18ae,11026790158849096545,269,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000040 (5).png,000040 (5).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,04583192645eae8cbf658ba6d11ae057,14202667566493539225,306,leakage_controlled_image_group
C:\Users\shrey\Downloads\MIP_project_part2\Lung-Cancer-Classification-\Data\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000041 (2).png,000041 (2).png,adenocarcinoma,0,train,adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,69d9211eb82c48feecfabafc6c9c973f,15376210983709326118,307,leakage_controlled_image_group
